PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_Group,Charge_Group,Shape,Coating_Number,Total_Coating_Steps_Group,Targeting_Type,Bioconjugation_nature,PEG_Coat,Therapeutic_Molecule_Type,Dose_Group,IC50,Delivery_Efficiency_Values,Delivery_Efficiency,Distribution Half-life_(h),Tumor_model,Immune status,Cancer_type,Breast cancer subtype,No._Days_dosing_grouped,Tumor_Vol_Reduction_(%),Tumor_Vol_Reduction_Group(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Therapy_A,Therapy_B,Therapy_C,Combined_Therapy_Grouped,Study strategy,Imaging_A,Imaging_B,Imaging_C,Imaging_D
21648076,Small,2011,10.1002/smll.201100472,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Negative,Sphere,Multilayer,Medium,Active,Electrostatic,PEGylated,Anthracycline-Nucleic acid,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Prostate,Not Applicable,Multiple-dose,54.18259947,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
21675727,ACS Nano,2011,10.1021/nn2005766,Inorganic,Silica,Systemic,IV,10~100 nm,Neutral,Sphere,Multilayer,Low,Active,Covalent,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Allograft orthotopic,Immunocompetent,Other,Not Applicable,Multiple-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photodynamic therapy,None,None,Monotherapy,Therapy,None,None,None,None
21688390,Small,2011,10.1002/smll.201100927,Inorganic,Gold,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,Medium,Active,Covalent,PEGylated,None,5~10 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,Other,CT,None,None
21703996,Nanomedicine,2012,10.1016/j.nano.2011.06.002,Inorganic,Silica,Systemic,Other,100~200 nm,Not Reported,Sphere,Monolayer,Low,Active,Covalent,Non PEGylated,Topoisomerase inhibitor,10~50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Pancreas,Not Applicable,Multiple-dose,87.20207254,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
21745689,Biomaterials,2011,10.1016/j.biomaterials.2011.06.039,Inorganic,Hybrid,Not Reported,Not Reported,10~100 nm,Not Reported,Sphere,Monolayer,Very High,Active,Covalent,PEGylated,None,Not Reported,No,2.91,Yes,Not Reported,Xenograft heterotopic,Immunocompromised,Skin,Not Applicable,Single-dose,Not Reported,Not Reported,1600,889.347079,327.1477663,Liver,Spleen,Kidney,Photothermal therapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
21756949,J Control Release,2011,10.1016/j.jconrel.2011.06.039,Inorganic,Silica,Systemic,IV,100~200 nm,Negative,Sphere,Monolayer,Low,Passive,None,Non PEGylated,Topoisomerase inhibitor,10~50 mg/kg,No,0.83,Yes,Not Reported,Xenograft heterotopic,Immunocompromised,Colon,Not Applicable,Multiple-dose,33.18681319,Low,3.24,0.94,0.25,Liver,Spleen,Kidney,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
21783245,Biomaterials,2011,10.1016/j.biomaterials.2011.06.030,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Sphere,Monolayer,Medium,Active,Covalent,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,MRI,None,None,None
21801769,J Control Release,2011,10.1016/j.jconrel.2011.07.019,Inorganic,Hybrid,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,Medium,Passive,Covalent,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Other,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Liver,Heart,Lung,None,None,None,None,Diagnosis,MRI,Fluorescence,None,None
21816467,Biomaterials,2011,10.1016/j.biomaterials.2011.06.066,Inorganic,Silica,Systemic,IV,10~100 nm,Not Reported,Sphere,No coating,None,Passive,None,Non PEGylated,Anthracycline,Not Reported,Yes,Not Reported,No,Not Reported,Xenograft orthotopic,Immunocompromised,Breast,Luminal A,Multiple-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
21854047,ACS Nano,2011,10.1021/nn202399w,Inorganic,Silica,Local,Intratumoral,100~200 nm,Positive,Sphere,Multilayer,Medium,Active,Covalent,Non PEGylated,Anthracycline,10~50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
21892492,Nanoscale,2011,10.1039/c1nr10580a,Inorganic,Silica,Systemic,IV,100~200 nm,Not Reported,Sphere,No coating,None,Passive,None,Non PEGylated,Anthracycline,0~5 mg/kg,Yes,0.8,Yes,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,Single-dose,Not Reported,Not Reported,12.4,2.2,2.1,Liver,Spleen,Kidney,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
21909083,Nat Nanotechnol,2011,10.1038/nnano.2011.149,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,Medium,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Other,Not Applicable,Single-dose,82.82220513,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Immunotherapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
21926980,Nat Nanotechnol,2011,10.1038/nnano.2011.153,Inorganic,Aluminum,Local,Other,Not Reported,Not Reported,Sphere,Monolayer,High,Passive,Covalent,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Allograft orthotopic,Immunocompetent,Skin,Not Applicable,Single-dose,99.4917,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Immunotherapy,None,None,Monotherapy,Therapy,None,None,None,None
21981330,J Am Chem Soc,2011,10.1021/ja206998x,Inorganic,Silica,Systemic,IV,10~100 nm,Not Reported,Sphere,Monolayer,Medium,Passive,None,PEGylated,Anthracycline,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Other,Not Applicable,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
22027594,Biomaterials,2012,10.1016/j.biomaterials.2011.10.017,Inorganic,Hybrid,Local,Intratumoral,>200 nm,Negative,Other,Multilayer,High,Passive,None,PEGylated,Anthracycline,10~50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,Single-dose,85.45454545,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,Chemotherapy,None,Combination therapy,Theragnosis,MRI,Fluorescence,Thermal,None
22061490,Biomaterials,2012,10.1016/j.biomaterials.2011.10.052,Inorganic,Gold,Systemic,IV,0~10 nm,Not Reported,Sphere,Monolayer,Medium,Passive,None,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Lung,Not Applicable,Single-dose,Not Reported,Not Reported,13761.9,2397.9,535.5,Spleen,Liver,Lung,None,None,None,None,Diagnosis,CT,None,None,None
22063003,J Control Release,2012,10.1016/j.jconrel.2011.10.028,Inorganic,Gold,Systemic,IV,10~100 nm,Positive,Sphere,Monolayer,Medium,Passive,None,PEGylated,Anthracycline,Not Reported,Yes,3.7,Yes,8.82,Xenograft orthotopic,Immunocompromised,Breast,Triple-negative,Multiple-dose,91.04523,High,310.54,181.08,164.86,Liver,Spleen,Kidney,Chemotherapy,Photothermal therapy,None,Combination therapy,Theragnosis,PET,None,None,None
22133237,Nano Lett,2012,10.1021/nl202949y,Inorganic,Iron oxide,Systemic,IV,100~200 nm,Not Reported,Sphere,Multilayer,Medium,Passive,None,Non PEGylated,Anthracycline,Not Reported,Yes,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompromised,Liver,Not Applicable,Multiple-dose,100,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
22177841,Biomaterials,2012,10.1016/j.biomaterials.2011.11.086,Inorganic,Silica,Systemic,IV,Not Reported,Not Reported,Sphere,Monolayer,Low,Passive,None,Non PEGylated,Anthracycline,10~50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Liver,Spleen,Kidney,Chemotherapy,None,None,Monotherapy,Theragnosis,MRI,CT,Ultrasound,None
22188516,ACS Nano,2012,10.1021/nn204100n,Inorganic,Silver,Systemic,IV,Not Reported,Not Reported,Other,Multilayer,Very High,Active,Covalent,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft orthotopic,Immunocompromised,Pancreas,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,Photoacoustic,Ultrasound,None,None
22271594,Small,2012,10.1002/smll.201101789,Inorganic,Gold,Systemic,IV,Not Reported,Not Reported,Rod,Multilayer,Low,Active,Covalent,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Other,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,None,None,Monotherapy,Theragnosis,Other,None,None,None
22300621,J Control Release,2012,10.1016/j.jconrel.2012.01.023,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Neutral,Sphere,Multilayer,Medium,Active,Covalent,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompromised,Pancreas,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,MRI,None,None,None
22324543,ACS Nano,2012,10.1021/nn205070h,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Neutral,Sphere,Multilayer,Medium,Active,Covalent,PEGylated,None,5~10 mg/kg,No,Not Reported,No,Not Reported,Allograft orthotopic,Immunocompetent,Breast,Metastatic,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Liver,Lung,Kidney,None,None,None,None,Diagnosis,MRI,None,None,None
22362270,Nanoscale,2012,10.1039/c2nr11918h,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,High,Passive,None,PEGylated,Taxane,10~50 mg/kg,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Liver,Not Applicable,Single-dose,70.67137809,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
22378564,Adv Mater,2012,10.1002/adma.201104964,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Other,Multilayer,Medium,Passive,None,PEGylated,None,10~50 mg/kg,No,5,Yes,3,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Single-dose,100,Very High,312.6637555,258.9519651,56.33187773,Liver,Spleen,Lung,Photothermal therapy,None,None,Monotherapy,Theragnosis,MRI,Fluorescence,Photoacoustic,None
22395568,Nanoscale,2012,10.1039/c2nr11554a,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,Medium,Passive,None,PEGylated,None,Not Reported,No,Not Reported,No,1,Allograft heterotopic,Immunocompetent,Breast,Nontypical mouse tumor,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,MRI,None,None,None
22425023,Biomaterials,2012,10.1016/j.biomaterials.2012.02.060,Inorganic,Silica,Systemic,Other,10~100 nm,Not Reported,Sphere,Multilayer,Very High,Passive,None,Non PEGylated,None,0~5 mg/kg,No,80,Yes,Not Reported,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,Other,MRI,PET,None
22463104,ACS Nano,2012,10.1021/nn300365m,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Sphere,Monolayer,High,Active,Covalent,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Skin,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,MRI,None,None,None
22538830,Nanoscale,2012,10.1039/c2nr12094a,Inorganic,Silica,Systemic,IV,100~200 nm,Neutral,Sphere,Monolayer,Low,Active,Covalent,Non PEGylated,Anthracycline,5~10 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Multiple-dose,96.83286297,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
22540892,ACS Nano,2012,10.1021/nn301282m,Inorganic,Gold,Systemic,IV,Not Reported,Negative,Sphere,Monolayer,Low,Passive,None,Non PEGylated,Reducing and Complexing Thiol,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,Single-dose,Not Reported,Not Reported,249.5,124.2,98.6,Kidney,Liver,Spleen,None,None,None,None,Diagnosis,None,None,None,None
22575047,Nano Lett,2012,10.1021/nl3010308,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Other,No coating,None,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompromised,Skin,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,MRI,None,None,None
22617321,Biomaterials,2012,10.1016/j.biomaterials.2012.04.062,Inorganic,Iron oxide,Systemic,Other,>200 nm,Not Reported,Sphere,No coating,None,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Allograft orthotopic,Immunocompetent,Liver,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Ultrasound,None,None,Monotherapy,Theragnosis,MRI,Ultrasound,None,None
22633896,Nanomedicine,2013,10.1016/j.nano.2012.04.006,Inorganic,Iron oxide,Local,Intratumoral,>200 nm,Positive,Sphere,Multilayer,Medium,Active,Electrostatic,Non PEGylated,Nucleic acid,0~5 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Other,Not Applicable,Multiple-dose,44.80004204,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Gene therapy,None,None,Monotherapy,Therapy,None,None,None,None
22681980,Biomaterials,2012,10.1016/j.biomaterials.2012.05.047,Inorganic,Gold,Systemic,Other,10~100 nm,Neutral,Sphere,Monolayer,Low,Passive,None,PEGylated,None,0~5 mg/kg,Yes,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Cervix,Not Applicable,Single-dose,94.9906,High,1396.5,67.9,3.6,Spleen,Kidney,Heart,Radiotherapy,None,None,Monotherapy,Therapy,None,None,None,None
22682937,Biomaterials,2012,10.1016/j.biomaterials.2012.05.035,Inorganic,Silver,Local,Intratumoral,0~10 nm,Positive,Sphere,Monolayer,Medium,Passive,Covalent,Non PEGylated,None,Not Reported,Yes,Not Reported,No,Not Reported,Allograft orthotopic,Immunocompromised,Skin,Not Applicable,Not Reported,93.7,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
22689346,Adv Mater,2012,10.1002/adma.201201251,Inorganic,Iron oxide,Systemic,IV,100~200 nm,Not Reported,Sphere,Monolayer,Low,Passive,None,Non PEGylated,Anthracycline-Taxane,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,Single-dose,100,Very High,Not Reported,Not Reported,Not Reported,Liver,Kidney,Lung,Magnetic hyperthermia,Chemotherapy,None,Combination therapy,Therapy,None,None,None,None
22690722,ACS Nano,2012,10.1021/nn300464r,Inorganic,Gold,Systemic,IV,10~100 nm,Positive,Other,Multilayer,Medium,Passive,None,PEGylated,None,Not Reported,No,7.9,Yes,Not Reported,Allograft heterotopic,Immunocompetent,Breast,Nontypical mouse tumor,Single-dose,Not Reported,Not Reported,543.8,387.7,47,Liver,Spleen,Kidney,None,None,None,None,Diagnosis,PET,None,None,None
22789722,Biomaterials,2012,10.1016/j.biomaterials.2012.06.059,Inorganic,Silica,Systemic,IV,>200 nm,Not Reported,Sphere,Monolayer,High,Passive,None,PEGylated,Anthracycline,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Theragnosis,MRI,Ultrasound,None,None
22824783,J Control Release,2012,10.1016/j.jconrel.2012.07.020,Inorganic,Iron oxide,Systemic,IV,100~200 nm,Positive,Sphere,No coating,None,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompromised,Skin,Not Applicable,Single-dose,Not Reported,Not Reported,606.424581,76.81564246,70.67039106,Liver,Spleen,Kidney,None,None,None,None,Diagnosis,MRI,None,None,None
22841913,Nanomedicine,2013,10.1016/j.nano.2012.06.004,Inorganic,Gold,Local,Other,100~200 nm,Not Reported,Sphere,No coating,None,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft orthotopic,Immunocompromised,Brain,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,CT,None,None,None
22847719,Angew Chem Int Ed Engl,2012,10.1002/anie.201203193,Inorganic,Gold,Local,Other,10~100 nm,Not Reported,Sphere,Multilayer,Medium,Passive,None,PEGylated,Nucleic acid,Not Reported,No,Not Reported,No,Not Reported,Allograft orthotopic,Immunocompetent,Skin,Not Applicable,Multiple-dose,13.42977,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Immunotherapy,Gene therapy,None,Combination therapy,Theragnosis,CT,Fluorescence,None,None
22902594,J Control Release,2012,10.1016/j.jconrel.2012.07.038,Inorganic,Iron oxide,Systemic,IV,>200 nm,Not Reported,Sphere,Monolayer,Medium,Passive,None,Non PEGylated,None,0~5 mg/kg,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Other,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,MRI,Other,None,None
22906608,Biomaterials,2012,10.1016/j.biomaterials.2012.07.051,Inorganic,Hybrid,Systemic,IV,100~200 nm,Not Reported,Sphere,Multilayer,High,Active,Covalent,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Nontypical mouse tumor,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Lung,Liver,Spleen,None,None,None,None,Diagnosis,MRI,Fluorescence,None,None
22930451,Nanoscale,2012,10.1039/c2nr31616a,Inorganic,Gold,Systemic,IV,0~10 nm,Not Reported,Other,Multilayer,Medium,Active,Covalent,Non PEGylated,Anthracycline,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Other,Not Applicable,Multiple-dose,57.59,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Theragnosis,Fluorescence,None,None,None
22951103,Biomaterials,2012,10.1016/j.biomaterials.2012.08.034,Inorganic,Gold,Systemic,IV,0~10 nm,Not Reported,Other,Multilayer,Medium,Passive,None,Non PEGylated,Anthracycline,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,Multiple-dose,64.09,Low,73,34,24,Kidney,Liver,Spleen,Chemotherapy,None,None,Monotherapy,Theragnosis,Fluorescence,None,None,None
